USER_ID,EVENT_TIME,GROUP_TYPE,LANDING_PAGE,CONVERTED
735282,2017-01-13 09:38:36.084,treatment,new_page,0
853142,2017-01-06 09:40:54.436,treatment,new_page,0
943281,2017-01-22 13:56:01.988,treatment,new_page,0
893215,2017-01-05 00:54:30.562,control,old_page,0
746636,2017-01-10 11:18:54.257,treatment,new_page,0
809950,2017-01-05 03:07:58.351,control,old_page,1
844724,2017-01-02 16:17:59.511,control,old_page,0
721434,2017-01-17 15:13:58.347,treatment,new_page,0
834126,2017-01-16 04:51:39.863,control,old_page,0
694369,2017-01-22 08:19:07.930,treatment,new_page,0
668674,2017-01-08 02:30:34.618,control,old_page,0
849852,2017-01-16 03:46:42.719,control,old_page,0
692889,2017-01-20 20:58:09.580,control,old_page,0
662487,2017-01-03 23:46:38.409,treatment,new_page,0
830574,2017-01-06 15:54:28.726,treatment,new_page,0
669965,2017-01-12 09:43:38.630,control,old_page,0
690645,2017-01-22 06:03:36.188,treatment,new_page,0
856961,2017-01-24 13:13:53.699,control,old_page,0
869053,2017-01-03 05:11:57.606,control,old_page,0
740449,2017-01-23 18:11:26.217,treatment,new_page,0
780441,2017-01-07 10:23:47.734,control,old_page,0
912209,2017-01-19 03:43:49.474,control,old_page,0
744677,2017-01-10 11:57:26.809,treatment,new_page,1
729776,2017-01-04 19:00:04.217,control,old_page,1
802603,2017-01-16 17:12:02.594,control,old_page,0
887224,2017-01-04 23:08:40.926,treatment,new_page,1
657722,2017-01-18 22:50:21.361,treatment,new_page,0
657474,2017-01-10 08:40:24.290,treatment,new_page,0
820132,2017-01-20 09:01:52.993,treatment,new_page,0
764412,2017-01-23 12:18:03.784,control,old_page,0
756015,2017-01-03 20:20:27.235,treatment,new_page,1
847652,2017-01-18 12:01:34.075,control,old_page,0
820062,2017-01-20 02:04:27.968,control,old_page,0
632976,2017-01-20 23:14:11.605,treatment,new_page,0
812463,2017-01-02 21:36:57.166,control,old_page,0
793725,2017-01-08 12:20:51.158,treatment,new_page,1
834444,2017-01-04 00:32:43.265,treatment,new_page,0
812460,2017-01-20 20:20:55.932,treatment,new_page,0
820194,2017-01-13 14:31:58.204,treatment,new_page,0
869227,2017-01-07 17:25:12.010,control,old_page,0
662476,2017-01-12 21:09:17.799,control,old_page,0
638441,2017-01-16 17:32:17.930,control,old_page,0
925149,2017-01-07 01:18:54.569,control,old_page,0
823915,2017-01-18 19:45:03.699,treatment,new_page,0
774160,2017-01-20 17:02:31.976,treatment,new_page,0
815370,2017-01-18 09:03:59.771,treatment,new_page,0
867664,2017-01-23 18:19:06.706,treatment,new_page,0
749389,2017-01-03 22:50:07.541,treatment,new_page,0
712063,2017-01-07 05:46:21.054,treatment,new_page,1
846564,2017-01-20 15:27:59.075,control,old_page,0
743309,2017-01-06 10:56:19.448,control,old_page,1
744869,2017-01-04 13:36:29.510,control,old_page,1
830307,2017-01-21 22:00:01.259,treatment,new_page,0
746742,2017-01-23 11:38:29.592,control,old_page,0
787930,2017-01-19 14:08:29.154,treatment,new_page,0
893135,2017-01-10 07:30:56.283,treatment,new_page,0
942997,2017-01-09 19:30:36.925,treatment,new_page,0
910361,2017-01-08 15:44:37.140,treatment,new_page,0
835345,2017-01-22 03:34:30.916,control,old_page,0
880245,2017-01-19 01:27:34.917,treatment,new_page,0
722402,2017-01-05 04:11:45.693,treatment,new_page,1
878362,2017-01-09 18:58:55.118,treatment,new_page,0
820977,2017-01-03 21:16:08.994,treatment,new_page,0
900447,2017-01-11 12:17:11.650,treatment,new_page,0
669744,2017-01-04 04:15:41.900,treatment,new_page,0
883162,2017-01-23 13:43:11.983,control,old_page,0
790245,2017-01-12 22:24:24.239,treatment,new_page,0
703105,2017-01-03 02:12:16.003,treatment,new_page,0
673180,2017-01-23 08:09:18.735,control,old_page,0
835877,2017-01-07 23:57:45.982,control,old_page,0
853590,2017-01-12 03:56:57.026,control,old_page,1
913407,2017-01-14 01:39:51.032,treatment,new_page,0
780511,2017-01-10 12:50:17.137,treatment,new_page,0
894349,2017-01-15 17:03:36.438,control,old_page,0
825350,2017-01-09 16:11:20.219,treatment,new_page,0
944592,2017-01-20 19:15:10.890,treatment,new_page,0
762922,2017-01-05 02:02:13.970,treatment,new_page,0
684606,2017-01-14 06:35:34.088,treatment,new_page,0
885278,2017-01-15 06:18:08.155,treatment,new_page,0
676355,2017-01-12 15:23:26.636,control,old_page,0
704122,2017-01-16 01:15:00.223,control,old_page,0
643984,2017-01-03 04:38:21.127,control,old_page,0
915083,2017-01-09 01:12:26.445,treatment,new_page,0
899402,2017-01-21 16:39:07.389,treatment,new_page,0
862569,2017-01-15 06:28:10.188,treatment,new_page,0
872501,2017-01-09 06:27:18.704,control,old_page,0
768636,2017-01-14 00:20:37.156,treatment,new_page,0
791653,2017-01-20 18:51:09.729,control,old_page,0
829009,2017-01-14 23:40:19.197,control,old_page,0
673348,2017-01-12 02:08:41.754,control,old_page,0
855262,2017-01-04 01:10:16.229,treatment,new_page,0
662436,2017-01-03 21:01:46.556,treatment,new_page,0
848698,2017-01-18 10:01:27.004,control,old_page,0
888326,2017-01-04 06:33:18.326,control,old_page,0
661998,2017-01-04 21:57:00.451,control,old_page,0
639267,2017-01-04 16:35:33.523,treatment,new_page,0
836989,2017-01-03 15:26:31.132,treatment,new_page,0
921477,2017-01-11 21:46:42.396,control,old_page,1
631363,2017-01-04 16:45:06.873,control,old_page,0
677179,2017-01-15 11:49:16.406,control,old_page,0
708877,2017-01-21 05:12:37.673,treatment,new_page,0
815576,2017-01-07 08:17:37.868,control,old_page,0
875846,2017-01-06 20:56:34.259,treatment,new_page,0
800821,2017-01-08 15:38:59.921,treatment,new_page,0
664031,2017-01-06 16:29:12.843,treatment,new_page,0
660159,2017-01-10 00:59:27.501,treatment,new_page,0
822640,2017-01-23 09:34:21.334,treatment,new_page,0
940683,2017-01-03 18:05:04.544,control,old_page,0
712876,2017-01-03 07:20:32.206,control,old_page,0
837525,2017-01-10 12:52:08.910,treatment,new_page,0
663311,2017-01-22 20:01:50.848,treatment,new_page,1
830238,2017-01-04 00:09:40.689,control,old_page,1
913146,2017-01-11 21:13:08.040,control,old_page,0
789525,2017-01-15 01:22:55.409,treatment,new_page,0
767765,2017-01-14 17:41:44.639,control,old_page,1
673295,2017-01-03 03:40:41.116,control,old_page,0
762981,2017-01-11 17:55:33.363,control,old_page,0
897169,2017-01-08 06:13:09.371,control,old_page,0
641166,2017-01-24 02:56:32.273,treatment,new_page,0
670004,2017-01-23 23:49:57.574,control,old_page,0
915459,2017-01-18 13:52:47.052,treatment,new_page,0
641116,2017-01-18 03:12:06.274,treatment,new_page,0
635013,2017-01-15 13:11:41.358,control,old_page,0
707302,2017-01-14 19:08:18.514,control,old_page,0
775494,2017-01-12 22:38:46.457,control,old_page,0
937316,2017-01-13 19:53:25.853,control,old_page,0
833844,2017-01-23 13:02:11.029,control,old_page,0
687144,2017-01-09 10:37:47.339,treatment,new_page,0
894902,2017-01-03 11:53:28.786,control,old_page,1
822986,2017-01-20 02:26:17.573,control,old_page,0
849541,2017-01-18 02:10:49.701,control,old_page,0
867525,2017-01-23 14:44:31.478,control,old_page,0
749810,2017-01-07 12:34:05.934,control,old_page,0
696663,2017-01-06 08:15:03.323,control,old_page,0
821654,2017-01-06 11:04:42.585,control,old_page,1
930045,2017-01-23 20:48:08.060,control,old_page,0
776373,2017-01-04 15:39:10.176,control,old_page,0
892812,2017-01-23 06:31:32.690,treatment,new_page,1
781075,2017-01-14 05:50:25.027,control,old_page,0
872441,2017-01-12 06:34:48.027,control,old_page,0
832564,2017-01-05 04:23:27.469,treatment,new_page,0
657774,2017-01-21 22:37:59.267,treatment,new_page,0
794070,2017-01-04 02:37:09.731,treatment,new_page,0
666777,2017-01-03 02:18:39.410,control,old_page,0
764070,2017-01-20 12:40:14.005,treatment,new_page,0
865984,2017-01-10 13:15:13.494,control,old_page,0
728000,2017-01-14 02:48:04.474,treatment,new_page,0
679784,2017-01-19 13:00:06.069,control,old_page,0
647282,2017-01-12 05:19:29.920,treatment,new_page,1
807104,2017-01-24 03:43:04.387,treatment,new_page,0
763876,2017-01-06 13:54:06.313,control,old_page,0
918218,2017-01-17 00:00:33.544,treatment,new_page,0
635420,2017-01-24 09:46:43.561,treatment,new_page,0
938546,2017-01-13 10:30:12.481,treatment,new_page,0
751104,2017-01-14 23:03:19.542,control,old_page,0
639641,2017-01-07 05:43:19.057,control,old_page,0
852456,2017-01-19 05:46:51.191,control,old_page,0
753758,2017-01-21 06:20:40.922,control,old_page,0
848553,2017-01-22 21:23:43.301,control,old_page,0
645486,2017-01-24 01:36:18.309,treatment,new_page,0
704158,2017-01-14 03:09:46.746,control,old_page,0
855760,2017-01-13 16:37:32.567,control,old_page,0
673638,2017-01-05 06:25:34.950,control,old_page,0
869135,2017-01-23 00:42:55.555,treatment,new_page,1
809216,2017-01-11 07:22:29.625,treatment,new_page,0
867611,2017-01-11 01:25:45.422,control,old_page,0
716695,2017-01-10 09:35:47.369,control,old_page,0
881669,2017-01-16 10:55:58.538,control,old_page,0
888541,2017-01-07 05:52:27.838,control,old_page,0
683213,2017-01-19 03:33:30.873,control,old_page,0
699684,2017-01-23 11:52:03.466,treatment,new_page,0
878997,2017-01-18 21:56:50.949,treatment,new_page,0
904548,2017-01-12 17:59:00.342,treatment,new_page,0
845250,2017-01-22 09:06:34.061,control,old_page,0
838123,2017-01-09 05:57:35.746,treatment,new_page,0
767545,2017-01-06 23:38:42.955,control,old_page,0
856059,2017-01-19 05:15:56.406,treatment,new_page,0
914589,2017-01-16 11:50:45.322,treatment,new_page,0
895305,2017-01-18 06:01:42.460,control,old_page,0
813701,2017-01-04 03:55:07.331,control,old_page,0
690013,2017-01-16 01:57:37.169,treatment,new_page,0
682443,2017-01-22 03:53:40.148,treatment,new_page,0
750074,2017-01-16 16:27:30.840,treatment,new_page,0
833569,2017-01-09 11:32:43.040,control,old_page,0
859408,2017-01-16 05:48:57.296,control,old_page,0
738278,2017-01-12 15:01:38.430,control,old_page,0
795347,2017-01-12 15:48:57.815,treatment,new_page,0
843905,2017-01-17 14:32:11.823,control,old_page,0
878487,2017-01-05 06:25:30.034,treatment,new_page,0
712472,2017-01-14 08:57:41.637,control,old_page,0
886207,2017-01-07 15:32:51.821,treatment,new_page,0
910357,2017-01-16 01:16:06.523,control,old_page,0
787568,2017-01-20 08:32:15.135,control,old_page,0
776068,2017-01-02 13:51:55.298,control,old_page,0
909250,2017-01-20 12:02:15.941,control,old_page,0
936582,2017-01-16 03:14:24.119,control,old_page,0
703528,2017-01-05 14:32:27.624,treatment,new_page,0
773106,2017-01-15 07:28:00.119,control,old_page,0
644130,2017-01-03 07:28:14.694,control,old_page,0
788972,2017-01-17 21:33:38.326,treatment,new_page,0
934605,2017-01-18 12:12:38.828,control,old_page,0
825283,2017-01-14 22:27:29.342,control,old_page,0
756069,2017-01-10 06:30:56.593,control,old_page,0
647694,2017-01-15 11:33:25.546,control,old_page,0
924550,2017-01-15 04:28:47.189,treatment,new_page,0
833012,2017-01-02 23:53:33.164,control,old_page,0
650797,2017-01-08 05:57:08.571,treatment,new_page,1
642868,2017-01-08 08:51:21.398,control,old_page,0
910848,2017-01-16 06:29:30.737,treatment,new_page,1
888131,2017-01-09 21:57:36.946,treatment,new_page,0
814888,2017-01-04 03:44:53.499,control,old_page,0
653928,2017-01-20 03:41:39.067,treatment,new_page,0
883234,2017-01-11 09:35:18.960,treatment,new_page,0
841634,2017-01-11 20:56:49.909,treatment,new_page,0
741439,2017-01-11 02:01:54.266,control,old_page,0
690898,2017-01-06 00:09:37.936,control,old_page,0
779143,2017-01-22 17:39:32.092,treatment,new_page,0
857203,2017-01-19 18:19:18.366,treatment,new_page,0
869143,2017-01-16 02:16:39.379,control,old_page,0
944975,2017-01-03 06:59:27.227,treatment,new_page,0
675103,2017-01-23 05:23:03.431,treatment,new_page,0
648658,2017-01-10 12:31:02.075,control,old_page,0
700476,2017-01-09 03:34:04.226,treatment,new_page,0
818595,2017-01-12 11:59:36.711,treatment,new_page,0
898047,2017-01-15 13:01:35.417,treatment,new_page,0
744259,2017-01-18 05:09:44.586,treatment,new_page,0
644082,2017-01-18 19:24:12.061,treatment,new_page,0
872366,2017-01-15 00:27:07.836,control,old_page,0
809425,2017-01-10 09:45:49.220,control,old_page,0
921780,2017-01-24 01:33:05.723,control,old_page,0
690616,2017-01-20 07:11:09.995,control,old_page,0
829121,2017-01-21 17:51:04.950,treatment,new_page,0
631187,2017-01-16 04:01:48.600,control,old_page,0
699182,2017-01-03 17:21:57.279,control,old_page,0
686207,2017-01-14 20:13:49.752,control,old_page,0
752465,2017-01-09 22:01:35.014,control,old_page,1
651585,2017-01-07 04:08:12.111,control,old_page,1
876578,2017-01-03 06:59:00.930,control,old_page,0
649039,2017-01-16 02:04:22.917,control,old_page,0
674695,2017-01-24 09:18:25.864,treatment,new_page,0
800657,2017-01-15 04:08:18.453,control,old_page,0
919688,2017-01-09 13:09:15.773,treatment,new_page,0
771269,2017-01-11 01:51:28.909,control,old_page,0
910127,2017-01-05 19:32:58.640,control,old_page,0
751031,2017-01-17 01:51:48.833,treatment,new_page,1
832113,2017-01-20 14:04:20.866,treatment,new_page,0
650585,2017-01-21 15:06:37.401,control,old_page,0
690942,2017-01-07 20:11:54.062,control,old_page,0
908976,2017-01-21 20:47:01.074,control,old_page,0
799762,2017-01-10 14:15:21.018,treatment,new_page,0
799826,2017-01-17 20:56:17.147,treatment,new_page,0
829187,2017-01-16 09:15:34.152,control,old_page,0
673653,2017-01-06 12:08:45.048,treatment,new_page,1
801027,2017-01-20 07:48:25.081,control,old_page,0
749827,2017-01-15 18:24:59.349,control,old_page,0
805029,2017-01-24 08:39:36.921,treatment,new_page,0
632872,2017-01-14 08:56:09.171,control,old_page,0
916494,2017-01-22 18:31:27.469,control,old_page,0
744634,2017-01-09 04:41:49.459,treatment,new_page,0
660479,2017-01-14 01:01:48.406,control,old_page,0
691789,2017-01-16 22:42:19.529,treatment,new_page,1
683967,2017-01-13 17:44:52.306,treatment,new_page,0
853249,2017-01-07 08:50:20.087,treatment,new_page,0
935869,2017-01-23 12:41:54.347,treatment,new_page,0
755704,2017-01-11 05:59:38.305,treatment,new_page,0
661360,2017-01-10 18:09:08.668,treatment,new_page,0
769836,2017-01-15 00:03:49.687,control,old_page,0
683601,2017-01-07 06:38:39.696,treatment,new_page,0
703381,2017-01-21 16:20:13.546,control,old_page,0
888039,2017-01-22 21:49:34.360,treatment,new_page,0
937538,2017-01-05 17:19:43.517,treatment,new_page,0
712585,2017-01-07 16:16:30.171,treatment,new_page,0
808487,2017-01-20 02:51:31.529,control,old_page,0
742650,2017-01-23 08:14:20.424,treatment,new_page,0
735681,2017-01-24 11:36:00.695,control,old_page,0
771854,2017-01-03 02:57:40.891,control,old_page,1
838025,2017-01-05 01:19:16.855,control,old_page,0
910162,2017-01-07 18:46:50.705,treatment,new_page,0
642325,2017-01-13 11:01:35.934,treatment,new_page,0
896074,2017-01-08 10:58:15.860,treatment,new_page,1
843044,2017-01-15 00:26:49.857,control,old_page,0
729344,2017-01-04 16:50:14.000,control,old_page,0
855820,2017-01-22 13:04:07.772,control,old_page,0
736001,2017-01-22 02:12:26.772,treatment,new_page,0
839112,2017-01-12 22:16:59.825,control,old_page,0
702752,2017-01-10 02:36:43.248,treatment,new_page,0
762132,2017-01-07 21:46:27.375,treatment,new_page,0
871219,2017-01-16 21:43:52.987,treatment,new_page,0
649571,2017-01-06 05:11:00.178,control,old_page,0
722571,2017-01-10 03:23:00.121,control,old_page,0
634392,2017-01-20 02:25:08.588,control,old_page,0
642371,2017-01-12 03:32:02.552,treatment,new_page,0
693247,2017-01-02 19:02:27.104,treatment,new_page,0
892020,2017-01-19 10:47:58.424,control,old_page,0
727939,2017-01-21 20:37:32.558,treatment,new_page,0
923268,2017-01-15 22:39:43.882,treatment,new_page,0
631589,2017-01-06 01:35:03.108,treatment,new_page,0
888808,2017-01-02 17:34:23.906,control,old_page,1
897014,2017-01-21 21:36:37.380,treatment,new_page,0
670693,2017-01-17 18:31:11.824,treatment,new_page,0
836115,2017-01-03 04:29:47.223,treatment,new_page,0
898865,2017-01-03 16:45:51.980,treatment,new_page,0
728839,2017-01-07 11:29:07.990,control,old_page,1
648590,2017-01-04 16:57:52.697,treatment,new_page,0
838392,2017-01-18 05:32:00.167,control,old_page,0
827225,2017-01-18 04:48:06.351,control,old_page,0
931365,2017-01-04 23:02:31.273,treatment,new_page,1
732648,2017-01-22 14:28:22.430,control,old_page,0
727171,2017-01-16 12:43:51.399,treatment,new_page,0
902635,2017-01-21 02:41:04.762,treatment,new_page,1
774506,2017-01-09 04:19:42.109,control,old_page,0
840318,2017-01-24 07:30:16.694,control,old_page,0
641092,2017-01-17 12:19:01.883,treatment,new_page,1
874532,2017-01-13 00:19:26.667,treatment,new_page,0
883867,2017-01-10 20:51:52.401,treatment,new_page,0
740094,2017-01-20 11:56:55.361,treatment,new_page,0
836455,2017-01-03 09:28:47.481,control,old_page,0
738126,2017-01-11 04:29:28.447,control,old_page,0
935296,2017-01-07 14:00:57.441,treatment,new_page,0
899667,2017-01-10 09:03:05.238,treatment,new_page,0
910058,2017-01-20 21:24:10.412,control,old_page,0
819567,2017-01-23 22:59:03.197,treatment,new_page,0
904443,2017-01-04 14:32:13.170,control,old_page,0
779729,2017-01-06 08:26:47.120,control,old_page,0
803330,2017-01-06 17:25:59.325,treatment,new_page,0
710536,2017-01-19 09:31:47.448,control,old_page,0
774089,2017-01-05 23:37:56.802,treatment,new_page,0
793182,2017-01-05 04:27:40.994,treatment,new_page,0
734409,2017-01-22 21:57:11.873,treatment,new_page,0
635115,2017-01-14 07:00:34.705,control,old_page,0
729632,2017-01-03 17:51:33.386,treatment,new_page,0
945248,2017-01-14 01:23:14.522,control,old_page,1
873407,2017-01-15 02:37:27.520,treatment,new_page,0
831824,2017-01-09 00:57:54.397,treatment,new_page,0
836278,2017-01-03 21:00:31.150,treatment,new_page,0
784566,2017-01-09 11:09:46.483,control,old_page,1
910087,2017-01-24 03:24:28.414,control,old_page,0
782437,2017-01-09 12:57:55.039,control,old_page,0
751598,2017-01-10 14:16:30.132,treatment,new_page,0
913490,2017-01-22 01:34:03.629,treatment,new_page,1
899261,2017-01-20 22:49:41.986,treatment,new_page,1
885602,2017-01-21 22:35:16.095,treatment,new_page,1
757982,2017-01-23 17:55:24.723,treatment,new_page,1
656498,2017-01-21 17:35:56.784,treatment,new_page,0
797763,2017-01-15 17:11:40.824,control,old_page,0
896856,2017-01-10 16:22:47.755,control,old_page,0
924749,2017-01-24 11:27:14.577,control,old_page,0
683873,2017-01-09 03:26:28.171,control,old_page,0
847577,2017-01-21 06:55:28.952,treatment,new_page,0
825870,2017-01-04 00:35:46.324,control,old_page,0
784017,2017-01-15 07:15:36.155,treatment,new_page,0
716850,2017-01-14 21:52:03.972,treatment,new_page,1
868807,2017-01-19 17:48:02.572,treatment,new_page,1
663875,2017-01-10 04:38:49.859,treatment,new_page,0
653094,2017-01-03 01:38:37.042,treatment,new_page,0
664750,2017-01-19 09:26:57.399,control,old_page,1
815745,2017-01-13 18:02:45.299,treatment,new_page,0
808073,2017-01-06 10:30:06.981,treatment,new_page,0
734828,2017-01-21 22:20:38.426,treatment,new_page,0
647932,2017-01-17 12:40:12.130,treatment,new_page,0
696138,2017-01-10 01:20:37.255,treatment,new_page,0
769511,2017-01-21 23:05:11.616,treatment,new_page,1
878133,2017-01-23 12:26:41.296,control,old_page,0
759104,2017-01-09 09:27:19.770,control,old_page,0
788330,2017-01-12 06:15:41.299,control,old_page,0
816267,2017-01-08 21:36:45.697,control,old_page,0
638202,2017-01-22 08:08:36.550,control,old_page,0
648231,2017-01-14 04:37:35.655,control,old_page,0
662493,2017-01-18 08:27:55.981,treatment,new_page,0
699452,2017-01-05 15:38:19.915,control,old_page,0
893901,2017-01-17 09:02:34.890,control,old_page,0
765185,2017-01-11 07:02:23.793,treatment,new_page,0
730560,2017-01-24 01:16:34.507,treatment,new_page,0
713026,2017-01-04 20:29:29.854,treatment,new_page,0
767629,2017-01-03 11:10:41.812,control,old_page,0
741649,2017-01-20 08:29:11.309,treatment,new_page,0
657892,2017-01-18 12:22:43.560,treatment,new_page,0
803642,2017-01-09 03:46:45.021,treatment,new_page,0
683946,2017-01-20 06:55:05.916,control,old_page,0
930985,2017-01-21 07:15:13.739,treatment,new_page,0
866502,2017-01-22 21:07:38.284,control,old_page,0
826565,2017-01-10 03:04:27.858,treatment,new_page,0
675591,2017-01-15 00:49:13.762,treatment,new_page,0
804551,2017-01-16 12:09:21.089,treatment,new_page,0
823985,2017-01-07 20:19:59.337,control,old_page,0
654751,2017-01-02 16:56:01.082,treatment,new_page,1
884484,2017-01-09 20:25:52.871,control,old_page,0
652895,2017-01-20 14:32:16.570,treatment,new_page,0
676831,2017-01-06 05:03:06.879,treatment,new_page,0
846833,2017-01-20 07:18:03.961,control,old_page,0
937234,2017-01-12 06:49:45.790,treatment,new_page,0
887104,2017-01-15 01:16:10.034,control,old_page,0
791203,2017-01-06 20:53:56.453,control,old_page,0
637877,2017-01-03 11:40:50.966,treatment,new_page,0
736114,2017-01-12 13:09:37.322,treatment,new_page,0
646063,2017-01-11 07:44:37.178,treatment,new_page,0
821924,2017-01-07 07:16:45.124,control,old_page,0
820954,2017-01-23 13:20:55.920,control,old_page,0
637060,2017-01-20 05:07:31.823,treatment,new_page,0
814564,2017-01-20 01:29:59.464,treatment,new_page,1
661117,2017-01-20 20:30:05.580,treatment,new_page,0
772000,2017-01-08 22:34:49.482,treatment,new_page,1
718141,2017-01-22 18:00:56.412,treatment,new_page,0
842760,2017-01-06 05:28:14.935,control,old_page,0
743933,2017-01-08 13:28:11.968,control,old_page,0
930855,2017-01-17 09:39:29.471,treatment,new_page,0
925235,2017-01-23 21:50:26.268,treatment,new_page,0
660043,2017-01-12 01:16:53.258,control,old_page,0
712366,2017-01-05 22:08:15.402,treatment,new_page,0
867080,2017-01-03 17:32:50.727,control,old_page,0
642042,2017-01-18 20:24:11.988,treatment,new_page,0
677843,2017-01-06 10:39:05.300,control,old_page,0
904452,2017-01-18 03:16:22.225,control,old_page,0
845515,2017-01-09 21:01:32.636,control,old_page,0
664495,2017-01-14 02:15:47.257,control,old_page,0
768605,2017-01-04 21:17:13.625,control,old_page,0
761186,2017-01-04 07:30:12.078,control,old_page,0
937326,2017-01-16 06:46:47.421,treatment,new_page,0
935316,2017-01-07 04:35:31.081,control,old_page,0
911074,2017-01-21 23:57:36.639,treatment,new_page,1
908776,2017-01-03 12:50:01.849,control,old_page,1
778127,2017-01-23 17:56:43.191,treatment,new_page,0
870738,2017-01-22 16:54:02.482,control,old_page,0
925207,2017-01-21 18:13:40.318,control,old_page,0
797755,2017-01-06 18:58:32.657,control,old_page,0
701693,2017-01-20 00:01:42.008,treatment,new_page,0
783540,2017-01-21 05:04:42.804,control,old_page,0
839140,2017-01-15 14:08:09.451,control,old_page,0
650123,2017-01-21 07:27:55.513,treatment,new_page,0
645122,2017-01-05 14:25:01.864,control,old_page,0
861932,2017-01-19 07:20:24.871,control,old_page,0
865420,2017-01-14 00:39:34.517,control,old_page,0
728772,2017-01-15 00:25:23.805,treatment,new_page,0
860033,2017-01-17 00:54:34.113,treatment,new_page,0
875198,2017-01-21 05:51:58.359,control,old_page,0
840099,2017-01-23 23:04:39.372,treatment,new_page,0
936533,2017-01-16 14:46:39.515,treatment,new_page,1
754658,2017-01-07 21:59:30.969,treatment,new_page,0
720522,2017-01-04 19:36:20.386,treatment,new_page,0
652338,2017-01-14 01:46:27.792,treatment,new_page,0
635894,2017-01-04 05:40:49.669,treatment,new_page,0
846341,2017-01-06 03:35:30.205,treatment,new_page,0
849531,2017-01-14 11:49:14.340,treatment,new_page,0
692886,2017-01-18 11:55:53.248,treatment,new_page,0
809294,2017-01-03 16:34:59.455,treatment,new_page,0
644195,2017-01-20 18:28:31.569,treatment,new_page,0
836485,2017-01-13 19:51:00.153,treatment,new_page,0
670598,2017-01-17 03:26:31.332,control,old_page,0
794499,2017-01-03 04:05:44.917,control,old_page,0
743799,2017-01-11 08:13:41.855,treatment,new_page,0
857708,2017-01-15 14:15:40.356,control,old_page,0
806782,2017-01-19 11:58:02.996,treatment,new_page,0
760770,2017-01-11 05:46:09.940,control,old_page,0
890769,2017-01-24 12:25:12.565,treatment,new_page,0
839579,2017-01-17 19:45:53.934,control,old_page,0
790709,2017-01-20 13:26:41.463,treatment,new_page,0
655869,2017-01-04 08:07:42.785,treatment,new_page,0
891637,2017-01-15 20:02:02.601,control,old_page,0
850379,2017-01-05 17:42:26.571,treatment,new_page,0
783814,2017-01-12 18:35:26.927,treatment,new_page,0
798828,2017-01-16 15:55:41.505,treatment,new_page,0
802433,2017-01-24 03:57:08.774,treatment,new_page,1
917018,2017-01-11 06:23:16.144,treatment,new_page,0
893925,2017-01-02 16:28:11.678,treatment,new_page,0
730114,2017-01-10 01:49:10.829,control,old_page,0
652654,2017-01-16 12:11:07.763,treatment,new_page,0
674011,2017-01-04 21:02:50.970,control,old_page,0
721933,2017-01-22 20:46:59.367,treatment,new_page,0
863490,2017-01-17 09:18:00.962,treatment,new_page,0
666048,2017-01-24 12:01:13.727,control,old_page,0
662655,2017-01-10 00:41:43.453,control,old_page,0
830936,2017-01-04 02:36:03.914,control,old_page,1
785024,2017-01-19 12:12:10.626,control,old_page,0
704805,2017-01-10 14:39:33.972,treatment,new_page,0
893426,2017-01-08 12:26:26.717,treatment,new_page,0
765554,2017-01-05 16:07:35.951,treatment,new_page,0
844207,2017-01-06 06:59:04.260,treatment,new_page,0
898652,2017-01-21 19:44:16.308,treatment,new_page,0
764670,2017-01-20 10:45:31.967,treatment,new_page,0
855776,2017-01-21 01:24:23.933,treatment,new_page,0
718859,2017-01-22 05:12:59.889,treatment,new_page,0
706979,2017-01-19 00:33:29.823,treatment,new_page,0
819657,2017-01-05 06:01:36.843,treatment,new_page,0
809667,2017-01-04 15:56:14.817,treatment,new_page,0
688304,2017-01-19 05:44:34.530,control,old_page,0
918144,2017-01-13 22:08:57.666,control,old_page,0
797214,2017-01-22 05:55:03.252,treatment,new_page,1
662795,2017-01-15 02:35:10.458,treatment,new_page,0
821567,2017-01-06 01:39:01.721,treatment,new_page,0
685869,2017-01-21 21:19:24.773,control,old_page,0
917282,2017-01-03 06:04:03.429,treatment,new_page,0
726608,2017-01-12 16:47:26.258,treatment,new_page,0
767750,2017-01-17 10:03:08.514,treatment,new_page,0
728681,2017-01-17 17:00:20.966,control,old_page,0
725888,2017-01-14 16:16:08.044,treatment,new_page,0
807615,2017-01-09 03:54:17.284,treatment,new_page,0
739724,2017-01-13 08:59:45.272,control,old_page,0
838419,2017-01-11 01:20:41.493,control,old_page,0
691094,2017-01-23 21:08:47.241,treatment,new_page,0
714279,2017-01-20 02:10:29.142,control,old_page,0
658754,2017-01-20 07:42:36.158,treatment,new_page,0
856101,2017-01-09 04:49:03.176,treatment,new_page,0
771909,2017-01-14 16:16:40.811,control,old_page,0
732423,2017-01-14 10:14:17.888,treatment,new_page,0
690888,2017-01-16 20:41:38.380,treatment,new_page,0
661827,2017-01-08 16:11:26.056,treatment,new_page,0
734360,2017-01-18 23:25:04.674,treatment,new_page,0
933538,2017-01-11 17:54:41.417,control,old_page,0
704242,2017-01-05 09:16:41.742,treatment,new_page,0
771241,2017-01-12 18:51:12.440,control,old_page,0
855659,2017-01-19 22:19:03.465,treatment,new_page,1
788389,2017-01-04 04:23:58.861,control,old_page,0
863406,2017-01-18 15:16:53.942,treatment,new_page,0
708826,2017-01-16 23:16:10.602,treatment,new_page,0
694782,2017-01-12 09:40:41.743,control,old_page,0
